,brand,model,model_year,list_price,color,configuration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
316,na,na,na,na,na,na,na,na,na,na,na,na,na,na
317,na,na,na,na,na,na,na,na,na,na,na,na,na,na
318,Tesla,Model Y,2021,"$83,995 ",Blue,STANDARD RANGE|NAV|WHITELEATHER|20INCHALLOYS|HIFI|,Used,"SUV, Crossover",Other,Automatic,Other,"7,643",https://www.carproof.com/order?ref=kijiji&vin=5YJYGDED1MF192781,"100 Toro Road, North York, ON, M3J 2A9"
319,Infiniti,QX60,2022,"$65,745 ",Grey,Sensory,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"500 Bayly Street West, Ajax, ON, L1S 4G6"
320,Ford,Edge,2014,"$14,900 ",White,LIMITED SPORT AWD BLUETOOTH NAVI CAMERA PANO ROOF LOADED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"201,000",https://www.carproof.com/order?ref=kijiji&vin=2FMDK4AK1EBA73222,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
321,Land Rover,Range Rover Sport,2018,"$94,800 ",Black,"Supercharged 518HP,7 PASSANGER,NAV,CAM",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"53,400",https://www.carproof.com/order?ref=kijiji&vin=SALWR2RE7JA183735,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
322,Toyota,Corolla,2020,"$23,880 ",Grey,LE,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"45,000",https://www.carproof.com/order?ref=kijiji&vin=5YFBPRBE5LP110540,"898 Milner Avenue, Scarborough, ON, M1B 5N7"
323,Honda,CR-V,2014,na,Other,2WD 5dr EX back up camera,Used,"SUV, Crossover",Other,na,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=2HKRM3H51EH004260,"170 Ellesmere Rd, Toronto, ON, M1R 4C8"
324,Ford,Other,2020,"$44,995 ",Orange,Low Roof Long Box,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"29,151",https://www.carproof.com/order?ref=kijiji&vin=1FTYE1Y80LKA36820,"71 City View Drive, Etobicoke, ON"
325,Honda,Civic,2018,"$24,490 ",Red,Sport,Used,Hatchback,Front-wheel drive (FWD),Manual,Other,"52,615",na,"12 Goldthorne, Etobicoke, ON, M8Z5S8"
326,BMW,X1,2017,"$12,700 ",White,xDrive28i,Salvage,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"60,322",https://www.carproof.com/order?ref=kijiji&vin=WBXHT3C38H5F75498,"11859 Hurontario Street, Brampton, ON"
327,Audi,A4,2013,"$6,900 ",na,na,Used,Sedan,na,Automatic,na,"137,049",na,"Toronto, ON M1P4M4"
328,Ford,F-150,2008,"$10,999 ",Beige,4X4  /  SUPER CREW /  1 OWNER  /  4.6L TRITON V8,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"235,000",https://www.carproof.com/order?ref=kijiji&vin=1FTRW14W38FC34264,"2 Castleton Avenue Unit 3, York, ON, M6N 3Z5"
329,Land Rover,LR3,2006,"$6,300 ",Black,SE,Used,"Minivan, Van",4 x 4,Automatic,Gasoline,"192,942",na,"Scarborough, ON M1M"
330,Honda,Other,2010,"$8,495 ",Grey,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,000",https://www.carproof.com/order?ref=kijiji&vin=1HGCP2F35AA806080,"917 Queen Street East, Toronto, ON, M4M 1J6"
331,Honda,Civic,2012,"$9,800 ",Black,Si,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,na,260,na,"Markham, ON L3R"
332,Land Rover,Range Rover Evoque,2015,"$28,585 ",White,NAVI | PANO | REAR CAM | FINANCE,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"99,892",https://www.carproof.com/order?ref=kijiji&vin=SALVP2BG7FH007909,"2430 Finch Ave West,, North York, ON, M9M 2E1"
333,Nissan,Pathfinder,2014,"$12,000 ",Grey,Sl,Used,"SUV, Crossover",na,Automatic,na,"350,000",na,"Toronto, ON M4B1A5"
334,Dodge,Avenger,2014,"$7,950 ",Black,SXT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"170,000",https://www.carproof.com/order?ref=kijiji&vin=1C3CDZCB9EN162730,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
335,Jeep,Patriot,2011,"$6,750 ",Grey,North Edition,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"202,000",https://www.carproof.com/order?ref=kijiji&vin=1J4NF2GBXBD202633,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
336,Infiniti,QX60,2017,"$25,950 ",Blue,QX 60,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"127,000",https://www.carproof.com/order?ref=kijiji&vin=5N1DL0MMXHC549233,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
337,Mazda,Tribute,2010,"$3,950 ",Silver,LX,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"245,000",https://www.carproof.com/order?ref=kijiji&vin=4F2CY0C71AKM08494,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
338,Mercedes-Benz,C-Class,2014,"$13,950 ",White,C 300,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"149,000",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8AB3EG244273,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
339,Volkswagen,Jetta,2009,"$4,950 ",Black,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"233,000",https://www.carproof.com/order?ref=kijiji&vin=3VWHM71K29M090789,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
340,Nissan,Sentra,2010,"$2,950 ",Blue,SE,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"196,000",https://www.carproof.com/order?ref=kijiji&vin=3N1AB6AP3AL619437,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
341,Chevrolet,Silverado 1500,2010,"$13,950 ",Black,LT,Used,Pickup Truck,4 x 4,Automatic,Other,"285,000",https://www.carproof.com/order?ref=kijiji&vin=3GCRKSE30AG100676,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
342,Toyota,RAV4,2013,"$12,950 ",Grey,LE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"202,000",https://www.carproof.com/order?ref=kijiji&vin=2T3BFREV7DW027892,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
343,Chevrolet,Malibu,2009,"$4,750 ",Grey,LTZ,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"294,000",https://www.carproof.com/order?ref=kijiji&vin=1G1ZK577594132770,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
344,Mazda,Mazda3 Sport,2015,"$9,950 ",Blue,GS,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"242,000",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1L71FM233433,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
345,Hyundai,Elantra,2012,"$7,750 ",Purple,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"178,000",https://www.carproof.com/order?ref=kijiji&vin=5NPDH4AE5CH146574,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
346,Lexus,IS,2014,"$19,950 ",Grey,AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"151,000",https://www.carproof.com/order?ref=kijiji&vin=JTHCF1D29E5004473,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
347,Toyota,FJ Cruiser,2008,"$15,950 ",Yellow,C Package,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"389,000",https://www.carproof.com/order?ref=kijiji&vin=JTEBU11F98K037226,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
348,Infiniti,G37x,2009,"$9,950 ",Grey,G37x,Used,Sedan,Other,Automatic,Gasoline,"141,000",https://www.carproof.com/order?ref=kijiji&vin=JNKCV61F19M358524,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
349,Infiniti,EX35,2012,"$8,950 ",Other,EX,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"214,000",https://www.carproof.com/order?ref=kijiji&vin=JN1AJ0HR6CM452572,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
350,Toyota,Tacoma,2015,"$29,950 ",Black,TRD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"171,000",https://www.carproof.com/order?ref=kijiji&vin=5TFMU4FN9FX032350,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
351,Dodge,Dakota,2008,"$8,950 ",Grey,SLT,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"253,000",https://www.carproof.com/order?ref=kijiji&vin=1D7HW38K08S624329,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
352,Ford,Other,2016,"$66,488 ",Other,F-550 - 4x4 - 6.7L V8 Diesel - Dump Truck,Used,Pickup Truck,4 x 4,Automatic,Diesel,"90,000",https://www.carproof.com/order?ref=kijiji&vin=1FDUF5HT8GEB57215,"80 Toro Road, Toronto, ON, M3J 2A8"
353,Fiat,500L,2014,"$9,999 ",Yellow,"TREKKING, NAVIGATION, SUNROOF, HEATED SEATS, HATCH",Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"147,586",https://www.carproof.com/order?ref=kijiji&vin=ZFBCFABH0EZ025181,"3675 Keele Street, Toronto, ON, M3J 1M6"
354,na,na,na,na,na,na,na,na,na,na,na,na,na,na
355,na,na,na,na,na,na,na,na,na,na,na,na,na,na
356,na,na,na,na,na,na,na,na,na,na,na,na,na,na
357,na,na,na,na,na,na,na,na,na,na,na,na,na,na
358,na,na,na,na,na,na,na,na,na,na,na,na,na,na
359,na,na,na,na,na,na,na,na,na,na,na,na,na,na
360,na,na,na,na,na,na,na,na,na,na,na,na,na,na
361,na,na,na,na,na,na,na,na,na,na,na,na,na,na
362,na,na,na,na,na,na,na,na,na,na,na,na,na,na
363,na,na,na,na,na,na,na,na,na,na,na,na,na,na
364,na,na,na,na,na,na,na,na,na,na,na,na,na,na
365,na,na,na,na,na,na,na,na,na,na,na,na,na,na
366,na,na,na,na,na,na,na,na,na,na,na,na,na,na
367,na,na,na,na,na,na,na,na,na,na,na,na,na,na
368,na,na,na,na,na,na,na,na,na,na,na,na,na,na
369,na,na,na,na,na,na,na,na,na,na,na,na,na,na
370,na,na,na,na,na,na,na,na,na,na,na,na,na,na
371,na,na,na,na,na,na,na,na,na,na,na,na,na,na
372,na,na,na,na,na,na,na,na,na,na,na,na,na,na
373,na,na,na,na,na,na,na,na,na,na,na,na,na,na
374,na,na,na,na,na,na,na,na,na,na,na,na,na,na
375,na,na,na,na,na,na,na,na,na,na,na,na,na,na
376,na,na,na,na,na,na,na,na,na,na,na,na,na,na
377,na,na,na,na,na,na,na,na,na,na,na,na,na,na
378,na,na,na,na,na,na,na,na,na,na,na,na,na,na
379,na,na,na,na,na,na,na,na,na,na,na,na,na,na
380,na,na,na,na,na,na,na,na,na,na,na,na,na,na
381,na,na,na,na,na,na,na,na,na,na,na,na,na,na
382,na,na,na,na,na,na,na,na,na,na,na,na,na,na
383,na,na,na,na,na,na,na,na,na,na,na,na,na,na
384,na,na,na,na,na,na,na,na,na,na,na,na,na,na
385,Mercedes-Benz,E-Class,2018,"$109,800 ",White,"AMG E63S, 603HP, AMG SEATS, HEADS UP DISPLAY,",Used,Sedan,All-wheel drive (AWD),Automatic,Other,"49,500",https://www.carproof.com/order?ref=kijiji&vin=WDDZF8KB2JA243183,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
386,Ford,Explorer Sport,2017,"$32,590 ",Black,Sport,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"130,000",na,"55 Auction Ln, Brampton, ON, L6T 5V8"
387,Dodge,Grand Caravan,2018,"$34,897 ",White,GT|7PASSENGER|POWERDOORS|STOW&GO|LEATHER|REARCAM|+,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Other,"83,403",na,"100 Toro Road, North York, ON, M3J 2A9"
388,Dodge,Charger,2017,"$28,988 ",Black,SXT Rallye|Sunroof|NAV|Bluetooth|Rear Camera,Used,Sedan,Rear-wheel drive (RWD),Automatic,Other,"77,474",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG8HH631215,"4960 Sheppard Avenue East, Scarborough, ON, M1S 4A7"
389,Mercedes-Benz,Sprinter Van,2012,"$27,999 ",Grey,2500 144,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"248,074",https://www.carproof.com/order?ref=kijiji&vin=WD3BE7CD3C5610641,"2323 Keele Street, Toronto, ON, M6M 4A1"
390,Honda,CR-V,2014,na,Other,2WD 5dr EX back up camera,Used,"SUV, Crossover",Other,na,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=2HKRM3H51EH004260,"170 Ellesmere Rd, Toronto, ON, M1R 4C8"
391,Ford,Other,2020,"$44,995 ",Orange,Low Roof Long Box,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"29,151",https://www.carproof.com/order?ref=kijiji&vin=1FTYE1Y80LKA36820,"71 City View Drive, Etobicoke, ON"
392,Honda,Civic,2018,"$24,490 ",Red,Sport,Used,Hatchback,Front-wheel drive (FWD),Manual,Other,"52,615",na,"12 Goldthorne, Etobicoke, ON, M8Z5S8"
393,BMW,X1,2017,"$12,700 ",White,xDrive28i,Salvage,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"60,322",https://www.carproof.com/order?ref=kijiji&vin=WBXHT3C38H5F75498,"11859 Hurontario Street, Brampton, ON"
394,Audi,A4,2013,"$6,900 ",na,na,Used,Sedan,na,Automatic,na,"137,049",na,"Toronto, ON M1P4M4"
395,Ford,F-150,2008,"$10,999 ",Beige,4X4  /  SUPER CREW /  1 OWNER  /  4.6L TRITON V8,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"235,000",https://www.carproof.com/order?ref=kijiji&vin=1FTRW14W38FC34264,"2 Castleton Avenue Unit 3, York, ON, M6N 3Z5"
396,Land Rover,LR3,2006,"$6,300 ",Black,SE,Used,"Minivan, Van",4 x 4,Automatic,Gasoline,"192,942",na,"Scarborough, ON M1M"
397,Honda,Other,2010,"$8,495 ",Grey,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,000",https://www.carproof.com/order?ref=kijiji&vin=1HGCP2F35AA806080,"917 Queen Street East, Toronto, ON, M4M 1J6"
398,Honda,Civic,2012,"$9,800 ",Black,Si,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,na,260,na,"Markham, ON L3R"
399,Land Rover,Range Rover Evoque,2015,"$28,585 ",White,NAVI | PANO | REAR CAM | FINANCE,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"99,892",https://www.carproof.com/order?ref=kijiji&vin=SALVP2BG7FH007909,"2430 Finch Ave West,, North York, ON, M9M 2E1"
400,Nissan,Pathfinder,2014,"$12,000 ",Grey,Sl,Used,"SUV, Crossover",na,Automatic,na,"350,000",na,"Toronto, ON M4B1A5"
401,Dodge,Avenger,2014,"$7,950 ",Black,SXT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"170,000",https://www.carproof.com/order?ref=kijiji&vin=1C3CDZCB9EN162730,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
402,Jeep,Patriot,2011,"$6,750 ",Grey,North Edition,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"202,000",https://www.carproof.com/order?ref=kijiji&vin=1J4NF2GBXBD202633,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
403,Infiniti,QX60,2017,"$25,950 ",Blue,QX 60,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"127,000",https://www.carproof.com/order?ref=kijiji&vin=5N1DL0MMXHC549233,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
404,Mazda,Tribute,2010,"$3,950 ",Silver,LX,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"245,000",https://www.carproof.com/order?ref=kijiji&vin=4F2CY0C71AKM08494,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
405,Mercedes-Benz,C-Class,2014,"$13,950 ",White,C 300,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"149,000",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8AB3EG244273,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
406,Volkswagen,Jetta,2009,"$4,950 ",Black,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"233,000",https://www.carproof.com/order?ref=kijiji&vin=3VWHM71K29M090789,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
407,Nissan,Sentra,2010,"$2,950 ",Blue,SE,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"196,000",https://www.carproof.com/order?ref=kijiji&vin=3N1AB6AP3AL619437,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
408,Chevrolet,Silverado 1500,2010,"$13,950 ",Black,LT,Used,Pickup Truck,4 x 4,Automatic,Other,"285,000",https://www.carproof.com/order?ref=kijiji&vin=3GCRKSE30AG100676,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
409,Toyota,RAV4,2013,"$12,950 ",Grey,LE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"202,000",https://www.carproof.com/order?ref=kijiji&vin=2T3BFREV7DW027892,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
410,Chevrolet,Malibu,2009,"$4,750 ",Grey,LTZ,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"294,000",https://www.carproof.com/order?ref=kijiji&vin=1G1ZK577594132770,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
411,Mazda,Mazda3 Sport,2015,"$9,950 ",Blue,GS,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"242,000",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1L71FM233433,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
412,Hyundai,Elantra,2012,"$7,750 ",Purple,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"178,000",https://www.carproof.com/order?ref=kijiji&vin=5NPDH4AE5CH146574,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
413,Lexus,IS,2014,"$19,950 ",Grey,AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"151,000",https://www.carproof.com/order?ref=kijiji&vin=JTHCF1D29E5004473,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
414,Toyota,FJ Cruiser,2008,"$15,950 ",Yellow,C Package,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"389,000",https://www.carproof.com/order?ref=kijiji&vin=JTEBU11F98K037226,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
415,Infiniti,G37x,2009,"$9,950 ",Grey,G37x,Used,Sedan,Other,Automatic,Gasoline,"141,000",https://www.carproof.com/order?ref=kijiji&vin=JNKCV61F19M358524,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
416,Ford,Other,2009,"$11,979 ",Red,4.6L XLT SUPERCREW 4X4,Used,Pickup Truck,4 x 4,Automatic,Other,"235,289",https://www.carproof.com/order?ref=kijiji&vin=1FTRW14849FA22797,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
417,Kia,Optima,2013,"$6,599 ",Black,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"246,164",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A73D5432674,"773 Warden Avenue, Unit 1, Scarborough, ON, M1L 4C2"
418,Ford,Bronco,2021,"$41,388 ",Other,Big Bend 4x4,Used,"SUV, Crossover",Other,Automatic,Other,75,https://www.carproof.com/order?ref=kijiji&vin=3FMCR9B66MRB39236,"79 East Don Roadway, Toronto, ON, M4M 2A5"
419,Chevrolet,Corvette,2008,"$62,800 ",Yellow,"Z06, 7.0L V8 505HP, COUPE, MANUAL, HEADS UP,HEATED",Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Other,"16,084",https://www.carproof.com/order?ref=kijiji&vin=1G1YY26E285107794,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
420,Honda,CR-V,2014,na,Other,2WD 5dr EX back up camera,Used,"SUV, Crossover",Other,na,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=2HKRM3H51EH004260,"170 Ellesmere Rd, Toronto, ON, M1R 4C8"
421,na,na,na,na,na,na,na,na,na,na,na,na,na,na
422,na,na,na,na,na,na,na,na,na,na,na,na,na,na
423,na,na,na,na,na,na,na,na,na,na,na,na,na,na
424,na,na,na,na,na,na,na,na,na,na,na,na,na,na
425,na,na,na,na,na,na,na,na,na,na,na,na,na,na
426,na,na,na,na,na,na,na,na,na,na,na,na,na,na
427,na,na,na,na,na,na,na,na,na,na,na,na,na,na
428,na,na,na,na,na,na,na,na,na,na,na,na,na,na
429,na,na,na,na,na,na,na,na,na,na,na,na,na,na
430,na,na,na,na,na,na,na,na,na,na,na,na,na,na
431,na,na,na,na,na,na,na,na,na,na,na,na,na,na
432,na,na,na,na,na,na,na,na,na,na,na,na,na,na
433,na,na,na,na,na,na,na,na,na,na,na,na,na,na
434,na,na,na,na,na,na,na,na,na,na,na,na,na,na
435,na,na,na,na,na,na,na,na,na,na,na,na,na,na
436,na,na,na,na,na,na,na,na,na,na,na,na,na,na
437,na,na,na,na,na,na,na,na,na,na,na,na,na,na
438,na,na,na,na,na,na,na,na,na,na,na,na,na,na
439,na,na,na,na,na,na,na,na,na,na,na,na,na,na
440,na,na,na,na,na,na,na,na,na,na,na,na,na,na
441,na,na,na,na,na,na,na,na,na,na,na,na,na,na
442,na,na,na,na,na,na,na,na,na,na,na,na,na,na
443,na,na,na,na,na,na,na,na,na,na,na,na,na,na
444,na,na,na,na,na,na,na,na,na,na,na,na,na,na
445,na,na,na,na,na,na,na,na,na,na,na,na,na,na
446,BMW,X5,2019,"$73,800 ",White,"XDrive40i, M Sport PKG, PANO, ADAPTIVE SUSPENSION,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"52,019",https://www.carproof.com/order?ref=kijiji&vin=5UXCR6C51KLL38715,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
447,Nissan,Other,2018,"$17,990 ",White,SV,Used,Hatchback,Front-wheel drive (FWD),Manual,Other,"20,745",na,"55 Auction Ln, Brampton, ON, L6T 5V8"
448,Jeep,Cherokee,2014,"$12,450 ",Black,Sport,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"189,124",https://www.carproof.com/order?ref=kijiji&vin=1C4PJMAS9EW236069,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
449,Ford,F-150,2016,"$18,979 ",White,4X4 SUPERCAB READY FOR WORK!!!,Used,Pickup Truck,4 x 4,Automatic,Other,"241,505",https://www.carproof.com/order?ref=kijiji&vin=1FTEX1E80GFB13363,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
450,Mercedes-Benz,G-Class,2014,"$93,800 ",White,"G550, AWD, V8, CHROME PACKAGE, DESIGNO",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"90,500",https://www.carproof.com/order?ref=kijiji&vin=WDCYC3HF0EX225130,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
451,Honda,CR-V,2014,na,Other,2WD 5dr EX back up camera,Used,"SUV, Crossover",Other,na,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=2HKRM3H51EH004260,"170 Ellesmere Rd, Toronto, ON, M1R 4C8"
452,Ford,Other,2020,"$44,995 ",Orange,Low Roof Long Box,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"29,151",https://www.carproof.com/order?ref=kijiji&vin=1FTYE1Y80LKA36820,"71 City View Drive, Etobicoke, ON"
453,Honda,Civic,2018,"$24,490 ",Red,Sport,Used,Hatchback,Front-wheel drive (FWD),Manual,Other,"52,615",na,"12 Goldthorne, Etobicoke, ON, M8Z5S8"
454,BMW,X1,2017,"$12,700 ",White,xDrive28i,Salvage,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"60,322",https://www.carproof.com/order?ref=kijiji&vin=WBXHT3C38H5F75498,"11859 Hurontario Street, Brampton, ON"
455,Audi,A4,2013,"$6,900 ",na,na,Used,Sedan,na,Automatic,na,"137,049",na,"Toronto, ON M1P4M4"
456,Ford,F-150,2008,"$10,999 ",Beige,4X4  /  SUPER CREW /  1 OWNER  /  4.6L TRITON V8,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"235,000",https://www.carproof.com/order?ref=kijiji&vin=1FTRW14W38FC34264,"2 Castleton Avenue Unit 3, York, ON, M6N 3Z5"
457,Land Rover,LR3,2006,"$6,300 ",Black,SE,Used,"Minivan, Van",4 x 4,Automatic,Gasoline,"192,942",na,"Scarborough, ON M1M"
458,Honda,Other,2010,"$8,495 ",Grey,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,000",https://www.carproof.com/order?ref=kijiji&vin=1HGCP2F35AA806080,"917 Queen Street East, Toronto, ON, M4M 1J6"
459,Honda,Civic,2012,"$9,800 ",Black,Si,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,na,260,na,"Markham, ON L3R"
460,Land Rover,Range Rover Evoque,2015,"$28,585 ",White,NAVI | PANO | REAR CAM | FINANCE,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"99,892",https://www.carproof.com/order?ref=kijiji&vin=SALVP2BG7FH007909,"2430 Finch Ave West,, North York, ON, M9M 2E1"
461,Nissan,Pathfinder,2014,"$12,000 ",Grey,Sl,Used,"SUV, Crossover",na,Automatic,na,"350,000",na,"Toronto, ON M4B1A5"
462,Dodge,Avenger,2014,"$7,950 ",Black,SXT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"170,000",https://www.carproof.com/order?ref=kijiji&vin=1C3CDZCB9EN162730,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
463,Jeep,Patriot,2011,"$6,750 ",Grey,North Edition,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"202,000",https://www.carproof.com/order?ref=kijiji&vin=1J4NF2GBXBD202633,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
464,Infiniti,QX60,2017,"$25,950 ",Blue,QX 60,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"127,000",https://www.carproof.com/order?ref=kijiji&vin=5N1DL0MMXHC549233,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
465,Mazda,Tribute,2010,"$3,950 ",Silver,LX,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"245,000",https://www.carproof.com/order?ref=kijiji&vin=4F2CY0C71AKM08494,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
466,Mercedes-Benz,C-Class,2014,"$13,950 ",White,C 300,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"149,000",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8AB3EG244273,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
467,Volkswagen,Jetta,2009,"$4,950 ",Black,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"233,000",https://www.carproof.com/order?ref=kijiji&vin=3VWHM71K29M090789,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
468,Nissan,Sentra,2010,"$2,950 ",Blue,SE,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"196,000",https://www.carproof.com/order?ref=kijiji&vin=3N1AB6AP3AL619437,"6143 Kingston Road, Scarborough, ON, M1C 1K7"
